# pressure temperature H2O eddy_diffusion_coefficient cloud_vmr_H2O cloud_particle_radius_H2O cloud_vmr_KCl cloud_particle_radius_KCl
# Pa K None cm2.s-1 None m None m
  0.10000000000000001        429.91218119652149	1.0	1e8	0.5	 50e-6	0.5	 50e-6
  0.12589254117941662        452.11873414079537 1.0 1e8 0.5  50e-6  0.5  50e-6
  0.15848931924611143        464.70903265587111 1.0 1e8 0.5  50e-6  0.5  50e-6
  0.19952623149688789        472.86387495878955 1.0 1e8 0.5  50e-6  0.5  50e-6
  0.25118864315095818        475.49986767788573 1.0 1e8 0.5  50e-6  0.5  50e-6
  0.31622776601683794        481.76816357096214 1.0 1e8 0.5  50e-6  0.5  50e-6
  0.39810717055349698        485.31128091389627 1.0 1e8 0.5  50e-6  0.5  50e-6
  0.50118723362727247        486.91054571871564 1.0 1e8 0.5  50e-6  0.5  50e-6
  0.63095734448019292        490.02973169685134 1.0 1e8 0.5  50e-6  0.5  50e-6
  0.79432823472428227        493.42573384140093 1.0 1e8 0.5  50e-6  0.5  50e-6
   1.0000000000000000        491.21407194357329 1.0 1e8 0.5  50e-6  0.5  50e-6
   1.2589254117941662        495.37843836742991 1.0 1e8 0.5  50e-6  0.5  50e-6
   1.5848931924611140        494.56333059849533 1.0 1e8 0.5  50e-6  0.5  50e-6
   1.9952623149688788        494.88673633218821 1.0 1e8 0.5  50e-6  0.5  50e-6
   2.5118864315095824        496.17704458343053 1.0 1e8 0.5  50e-6  0.5  50e-6
   3.1622776601683791        496.68229550115313 1.0 1e8 0.5  50e-6  0.5  50e-6
   3.9810717055349691        497.06195625219533 1.0 1e8 0.5  50e-6  0.5  50e-6
   5.0118723362727247        497.81999490047906 1.0 1e8 0.5  50e-6  0.5  50e-6
   6.3095734448019307        498.26473581310330 1.0 1e8 0.5  50e-6  0.5  50e-6
   7.9432823472428220        498.32539132661560 1.0 1e8 0.5  50e-6  0.5  50e-6
   10.000000000000000        498.11663469334178 1.0 1e8 0.5  50e-6  0.5  50e-6
   12.589254117941662        497.78608101644056 1.0 1e8 0.5  50e-6  0.5  50e-6
   15.848931924611140        497.58429258765301 1.0 1e8 0.5  50e-6  0.5  50e-6
   19.952623149688787        497.03127648902642 1.0 1e9 0.5  50e-6  0.5  50e-6
   25.118864315095824        496.40088334207854 1.0 1e9 0.5  50e-6  0.5  50e-6
   31.622776601683793        496.35299113553094 1.0 1e9 0.5  50e-6  0.5  50e-6
   39.810717055349691        496.08394660723070 1.0 1e9 0.5  50e-6  0.5  50e-6
   50.118723362727245        495.14124425942219 1.0 1e9 0.5  50e-6  0.5  50e-6
   63.095734448019293        495.39760541697154 1.0 1e9 0.5  50e-6  0.5  50e-6
   79.432823472428211        495.17866331799189 1.0 1e9 0.5  50e-6  0.5  50e-6
   100.00000000000000        494.21625472983129 1.0 1e9 0.5  50e-6  0.5  50e-6
   125.89254117941661        494.36610299621492 1.0 1e9 0.5  50e-6  0.5  50e-6
   158.48931924611139        495.01490677246659 1.0 1e9 0.5  50e-6  0.5  50e-6
   199.52623149688790        494.20659465617638 1.0 1e9 0.5  50e-6  0.5  50e-6
   251.18864315095823        496.23265465756657 1.0 1e9 0.5  50e-6  0.5  50e-6
   316.22776601683796        496.93466568742599 1.0 1e9 0.5  50e-6  0.5  50e-6
   398.10717055349699        498.39290833434615 1.0 1e9 0.5  50e-6  0.5  50e-6
   501.18723362727258        501.51741228980620 1.0 1e9 0.5  50e-6  0.5  50e-6
   630.95734448019311        505.04682383605723 1.0 1e9 0.5  50e-6  0.5  50e-6
   794.32823472428220        510.04231966246363 1.0 1e9 0.5  50e-6  0.5  50e-6
   1000.0000000000000        515.96134410938635 1.0 1e9 0.5  50e-6  0.5  50e-6
   1258.9254117941675        523.89755579166990 1.0 1e9 0.5  50e-6  0.5  50e-6
   1584.8931924611143        531.68835939874111 1.0 1e9 0.5  50e-6  0.5  50e-6
   1995.2623149688786        543.09598403481618 1.0 1e9 0.5  50e-6  0.5  50e-6
   2511.8864315095793        554.51457066134196 1.0 1e9 0.5  50e-6  0.5  50e-6
   3162.2776601683790        570.31518651161582 1.0 1e9 0.5  50e-6  0.5  50e-6
   3981.0717055349733        588.21151503972112 1.0 1e9 0.5  50e-6  0.5  50e-6
   5011.8723362727251        609.83346853064927 1.0 1e9 0.5  50e-6  0.5  50e-6
   6309.5734448019302        636.18771019668213 1.0 1e9 0.5  50e-6  0.5  50e-6
   7943.2823472428126        666.32554532005111 1.0 1e9 0.5  50e-6  0.5  50e-6
   10000.000000000000        702.67157387777286 1.0 1e9 0.5  50e-6  0.5  50e-6
   12589.254117941675        743.17474044510107 1.0 1e9 0.5  50e-6  0.5  50e-6
   15848.931924611143        788.90904107162248 1.0 1e9 0.5  50e-6  0.5  50e-6
   19952.623149688789        839.33509045703988 1.0 1e9 0.5  50e-6  0.5  50e-6
   25118.864315095794        892.70802949281438 1.0 1e9 0.5  50e-6  0.5  50e-6
   31622.776601683796        947.75901996073389 1.0 1e9 0.5  50e-6  0.5  50e-6
   39810.717055349734        996.82203475871484 1.0 1e8 0.5  50e-6  0.5  50e-6
   50118.723362727244        1038.4462160256976 1.0 1e8 0.5  50e-6  0.5  50e-6
   63095.734448019299        1080.5578732241595 1.0 1e8 0.5  50e-6  0.5  50e-6
   79432.823472428136        1121.7921295392393 1.0 1e8 0.5  50e-6  0.5  50e-6
   100000.00000000000        1166.2124909827485 1.0 1e8 0.5  50e-6  0.5  50e-6
   125892.54117941676        1212.9936494568262 1.0 1e8 0.5  50e-6  0.5  50e-6
   158489.31924611132        1258.6920492907791 1.0 1e8 0.5  50e-6  0.5  50e-6
   199526.23149688798        1311.8495845950038 1.0 1e8 0.5  50e-6  0.5  50e-6
   251188.64315095794        1364.7858475232558 1.0 1e8 0.5  50e-6  0.5  50e-6
   316227.76601683791        1422.9160430559984 1.0 1e8 0.5  50e-6  0.5  50e-6
   398107.17055349733        1492.7531241409552 1.0 1e8 0.5  50e-6  0.5  50e-6
   501187.23362727225        1559.1405953202488 1.0 1e8 0.5  50e-6  0.5  50e-6
   630957.34448019334        1649.3396789635074 1.0 1e8 0.5  50e-6  0.5  50e-6
   794328.23472428136        1747.9414830348585 1.0 1e8 0.5  50e-6  0.5  50e-6
   1000000.0000000000        1857.4955628154255 1.0 1e8 0.5  50e-6  0.5  50e-6
   1258925.4117941672        1973.0592936884741 1.0 1e8 0.5  50e-6  0.5  50e-6
   1584893.1924611134        2094.0087511605507 1.0 1e8 0.5  50e-6  0.5  50e-6
   1995262.3149688796        2221.0348887294899 1.0 1e8 0.5  50e-6  0.5  50e-6
   2511886.4315095800        2352.6128689668540 1.0 1e8 0.5  50e-6  0.5  50e-6
   3162277.6601683795        2490.1350059407023 1.0 1e8 0.5  50e-6  0.5  50e-6
   3981071.7055349727        2630.6936110076899 1.0 1e8 0.5  50e-6  0.5  50e-6
   5011872.3362727221        2776.8125596007717 1.0 1e8 0.5  50e-6  0.5  50e-6
   6309573.4448019331        2923.8860492046724 1.0 1e8 0.5  50e-6  0.5  50e-6
   7943282.3472428154        3076.4662250910774 1.0 1e8 0.5  50e-6  0.5  50e-6
   10000000.000000000        3157.8806131220376 1.0 1e8 0.5  50e-6  0.5  50e-6
